,Number-1,Number-2,Number-3,Number-4,Number-5,Number-6,Number-7,Sum
772033,1,5,17,20,22,27,33,125
772096,4,9,11,17,22,25,29,117
772357,2,6,10,11,17,25,31,102
772562,7,14,15,19,25,28,29,137
772563,1,7,8,19,22,26,29,112
772597,1,7,15,18,24,25,28,118
772610,3,4,8,13,19,27,32,106
772906,4,7,8,11,17,27,30,104
772992,4,8,10,13,22,25,31,113
773033,7,8,11,20,27,29,35,137
773040,5,9,16,18,21,24,35,128
773066,8,9,16,20,25,26,31,135
773560,9,12,15,19,22,29,35,141
773613,2,7,16,20,21,25,27,118
773784,3,7,9,14,23,24,28,108
773792,9,14,18,19,21,25,29,135
773941,1,7,16,18,22,28,29,121
774254,6,8,16,20,21,23,27,121
774475,7,14,16,18,22,25,33,135
774545,4,7,9,11,17,25,30,103
774573,5,10,14,20,26,29,31,135
774667,5,7,17,18,21,26,27,121
774967,8,9,17,18,22,24,25,123
774971,1,3,17,20,26,27,31,125
774979,4,14,16,20,21,29,31,135
774985,8,9,10,14,23,29,35,128
775608,2,6,11,13,19,29,30,110
775644,8,9,14,24,26,31,35,147
775670,4,5,8,13,19,27,29,105
776046,5,12,16,17,27,31,33,141
776050,1,4,14,18,24,25,33,119
776102,1,5,8,20,25,26,29,114
776207,4,9,18,19,25,28,29,132
776347,8,9,15,24,25,29,34,144
776794,3,5,9,20,24,26,28,115
777096,4,12,14,18,19,27,35,129
777179,7,12,17,18,22,23,35,134
777345,4,14,18,19,24,29,31,139
777447,1,5,7,20,22,26,33,114
777613,4,8,14,16,21,27,29,119
777689,1,9,10,13,17,23,28,101
777852,3,4,9,13,21,27,30,107
777902,5,9,11,17,25,26,28,121
777965,1,7,14,18,22,23,29,114
778018,4,14,15,18,21,27,32,131
778200,5,9,14,20,25,30,31,134
778298,5,9,14,20,23,27,33,131
778485,8,10,15,16,24,25,29,127
778501,5,9,11,18,21,30,31,125
778556,4,5,8,11,26,27,35,116
778716,7,9,18,19,22,29,35,139
778764,7,9,10,11,17,29,34,117
779112,3,4,17,18,21,23,33,119
779162,2,4,7,19,23,27,33,115
779329,5,9,16,20,22,26,29,127
779450,1,4,7,16,22,26,31,107
779550,2,14,18,19,25,29,33,140
779604,5,9,18,24,26,30,33,145
779708,9,12,14,20,25,29,34,143
779834,2,4,8,13,25,31,34,117
779908,9,12,14,19,25,27,29,135
780138,4,8,17,20,23,27,32,131
780276,5,8,9,20,26,30,31,129
780890,2,6,11,20,26,29,35,129
781142,1,6,10,16,22,27,29,111
781212,5,9,15,20,24,26,33,132
781272,1,7,14,18,19,29,30,118
781448,1,8,11,13,22,26,32,113
781709,5,8,9,18,21,27,29,117
782118,4,9,11,13,17,30,32,116
782334,5,8,11,18,22,23,32,119
782362,3,8,9,13,29,30,32,124
782744,8,9,11,12,21,25,27,113
782765,1,4,16,17,21,27,28,114
782911,6,7,11,19,27,28,33,131
782989,2,5,9,20,26,27,35,124
783287,4,6,10,18,19,25,27,109
783312,2,6,8,11,19,25,30,101
783450,1,5,7,19,22,27,30,111
784051,2,4,15,17,19,24,25,106
784310,3,7,9,11,19,24,28,101
784388,6,7,17,18,19,23,30,120
784396,2,7,10,14,23,29,34,119
784873,2,14,15,20,21,29,33,134
785313,2,7,16,20,21,27,31,124
785988,2,7,11,19,24,25,32,120
786709,2,5,7,11,17,30,35,107
786890,9,14,18,20,21,25,28,135
787144,3,9,11,13,24,26,30,116
787468,4,7,8,13,22,26,27,107
787480,7,9,17,20,24,29,35,141
787871,2,6,11,18,21,27,33,118
787934,3,14,15,20,26,29,33,140
788219,1,5,10,20,27,31,33,127
788423,4,7,9,13,19,24,34,110
788617,5,14,18,20,25,28,33,143
789016,4,8,10,19,25,27,35,128
789239,5,8,11,20,24,29,32,129
789375,8,9,15,20,24,27,34,137
789385,3,8,9,13,26,29,31,119
789780,1,7,9,13,22,28,32,112
789787,3,9,18,19,22,26,34,131
789972,6,14,16,18,29,31,35,149
789974,7,10,11,16,19,27,29,119
790328,7,8,18,19,22,27,33,134
790329,5,6,11,14,23,27,35,121
790391,8,12,15,16,24,25,31,131
790541,8,9,14,17,23,25,29,125
790580,3,9,14,20,24,25,34,129
790611,9,10,14,16,23,24,31,127
790617,3,8,9,20,25,29,34,128
790750,2,14,15,18,27,29,33,138
790846,1,9,18,19,23,29,34,133
791043,6,8,9,13,22,29,35,122
791056,4,5,14,20,21,25,29,118
791128,4,14,17,18,25,27,33,138
791142,2,10,11,13,19,23,34,112
791344,4,5,10,14,22,27,35,117
791479,4,7,8,17,22,29,35,122
791584,5,10,11,14,24,25,27,116
791620,1,9,14,20,23,27,33,127
791687,4,8,15,18,26,29,35,135
791741,1,7,18,24,25,29,32,136
792061,1,7,9,14,22,30,34,117
792429,1,6,11,12,27,31,35,123
792577,1,14,16,20,22,27,29,129
792867,1,8,9,12,24,25,30,109
793156,1,7,14,20,23,24,34,123
793162,7,8,16,20,22,23,29,125
793279,4,6,7,17,21,25,27,107
793293,1,8,11,20,21,25,31,117
793344,3,9,18,19,22,23,29,123
793390,2,7,11,17,24,27,29,117
793546,5,9,14,20,22,24,27,121
793710,1,4,7,12,27,31,32,114
793716,4,5,10,13,19,27,31,109
793736,4,10,15,19,26,29,35,138
793787,4,14,15,19,25,31,32,140
793870,2,12,14,16,19,29,35,127
794089,4,7,18,19,23,29,31,131
794287,4,5,15,19,21,24,25,113
794323,3,4,14,18,19,24,25,107
794423,7,9,11,17,21,24,30,119
794483,9,10,14,19,22,24,25,123
794528,1,9,11,18,22,28,35,124
794561,1,5,8,16,22,29,32,113
794890,6,14,16,18,19,25,29,127
795200,2,6,8,16,17,29,31,109
795242,9,12,16,17,27,28,33,142
795446,2,8,9,20,24,25,31,119
795462,2,4,10,14,25,29,35,119
795665,1,7,9,16,22,29,33,117
795984,1,7,8,18,22,25,35,116
796193,2,7,16,17,21,27,32,122
796442,2,4,17,18,23,27,32,123
796671,5,8,16,20,23,28,29,129
796697,1,4,9,18,22,28,31,113
796954,8,9,14,18,21,26,29,125
797315,1,9,10,16,29,30,33,128
797319,3,4,17,18,23,24,28,117
797324,6,14,15,19,25,29,33,141
797358,6,7,11,18,19,25,35,121
797680,9,12,15,16,17,24,27,120
797789,1,4,9,20,25,26,29,114
797811,4,5,17,18,21,23,27,115
797913,1,9,17,18,24,25,28,122
798015,9,12,16,17,24,30,35,143
798075,4,8,11,18,21,24,27,113
798104,3,8,9,20,22,24,29,115
798272,7,14,15,20,25,28,29,138
798421,1,4,17,20,26,30,31,129
798427,3,8,18,19,22,27,33,130
798448,2,3,17,20,25,26,29,122
798487,2,7,9,16,22,26,31,113
798657,5,6,9,18,19,23,29,109
798691,5,8,11,18,24,25,28,119
799196,1,7,17,18,22,23,25,113
799608,1,5,8,16,22,25,33,110
799890,2,6,9,19,24,25,35,120
799902,4,7,11,16,19,25,27,109
800092,8,9,10,18,19,23,29,116
800412,2,6,10,17,25,31,33,124
800441,1,4,10,20,24,25,35,119
800680,5,14,17,18,26,32,35,147
800748,1,5,7,24,27,28,29,121
800953,2,7,10,19,25,29,33,125
800966,4,6,7,20,21,24,27,109
801121,3,7,9,14,17,24,31,105
801262,5,8,11,13,17,27,30,111
801590,8,9,15,20,26,27,30,135
801966,1,14,17,18,23,25,33,131
802067,6,12,15,16,17,25,31,122
802103,5,6,9,11,19,32,35,117
802157,4,12,14,18,29,31,35,143
802221,5,8,14,18,29,32,33,139
802507,9,12,15,20,21,24,34,135
802705,7,9,15,19,23,24,28,125
802986,1,7,15,16,19,26,29,113
803024,1,7,17,19,22,30,34,130
803027,7,8,15,24,25,26,30,135
803148,4,14,18,19,25,27,35,142
803240,1,5,14,16,22,25,33,116
803593,1,9,18,19,22,24,27,120
803597,4,7,16,20,23,26,27,123
803628,3,4,7,13,26,27,31,111
803687,2,7,8,11,19,27,34,108
803690,2,4,17,24,25,28,31,131
803710,4,7,8,20,24,25,31,119
803837,5,10,16,17,21,26,27,122
803921,1,12,16,19,22,24,33,127
803970,4,8,9,18,19,24,29,111
804116,2,7,11,16,17,26,35,114
804158,3,14,18,20,25,32,33,145
804161,2,10,16,17,23,27,31,126
804455,7,8,11,16,22,27,29,120
804571,2,12,14,16,29,31,35,139
804620,1,9,14,20,24,29,32,129
804724,1,9,15,20,23,24,31,123
804801,9,10,14,20,25,29,34,141
804910,5,9,16,19,24,30,33,136
805005,1,4,15,18,22,28,33,121
805027,7,14,17,18,23,25,29,133
805030,7,12,18,20,26,27,31,141
805295,1,3,9,13,24,32,33,115
805391,8,9,11,16,17,28,32,121
805652,4,14,18,20,27,31,35,149
806081,2,6,11,19,25,28,32,123
806363,2,3,11,16,21,25,27,105
806570,4,6,17,18,19,23,33,120
806669,5,8,18,19,23,29,33,135
806692,1,4,9,18,24,28,33,117
806698,2,7,8,20,27,31,32,127
806813,2,9,16,17,23,31,35,133
806823,8,9,17,20,23,24,28,129
807120,4,12,15,20,21,27,31,130
807142,2,14,17,20,25,29,33,140
807247,4,5,8,13,21,24,27,102
807439,6,10,11,17,25,27,35,131
807495,7,8,9,20,26,31,35,136
807527,1,12,16,17,23,24,27,120
807821,1,3,15,20,22,26,32,119
807910,4,5,10,13,17,27,32,108
808804,3,7,11,20,22,26,28,117
808840,2,6,17,18,23,26,33,125
808852,2,7,8,11,23,25,34,110
809340,3,7,17,18,24,30,35,134
809849,5,9,10,13,19,29,32,117
809927,7,8,11,18,24,26,29,123
809961,1,9,16,18,23,29,33,129
809975,4,9,16,17,19,25,29,119
809977,2,4,8,20,21,29,33,117
810359,1,4,8,13,19,27,28,100
810634,6,9,10,16,21,26,29,117
810989,8,9,16,20,27,30,33,143
811127,2,6,10,11,17,25,33,104
811207,2,4,8,13,19,27,35,108
811370,4,9,15,18,19,24,25,114
811469,4,5,9,11,21,26,35,111
811543,4,7,14,18,23,27,29,122
811551,3,6,7,11,26,27,33,113
811606,4,8,11,16,22,29,33,123
811963,1,3,7,18,22,31,33,115
812160,5,14,18,24,25,27,33,146
812229,2,7,8,19,22,23,29,110
812511,6,7,11,17,22,24,29,116
812516,6,10,16,19,22,23,29,125
812562,8,9,11,12,21,27,35,123
812977,2,5,10,13,17,27,33,107
812987,4,14,15,19,21,25,31,129
812996,3,9,14,16,17,29,33,121
813051,2,10,11,17,24,28,35,127
813178,1,8,16,17,23,27,29,121
813184,2,9,11,20,26,31,35,134
813446,5,9,17,19,22,24,25,121
813508,2,8,11,12,22,27,35,117
814064,5,6,7,20,26,27,30,121
814082,1,3,18,24,26,27,31,130
814117,1,3,7,16,22,25,35,109
814170,1,4,7,18,25,27,31,113
814223,6,9,10,17,23,27,35,127
814775,1,4,8,16,22,27,29,107
814814,4,9,16,20,26,27,33,135
814886,1,7,16,20,25,32,33,134
815153,5,9,14,18,24,27,31,128
815203,7,9,14,18,22,24,35,129
815208,7,9,15,19,22,24,29,125
815378,1,5,16,19,22,27,32,122
815458,3,7,9,18,19,24,31,111
815649,2,4,14,19,25,29,34,127
815680,3,5,9,20,24,26,34,121
815701,1,7,17,20,26,30,31,132
815768,6,12,17,18,19,29,33,134
816096,7,12,17,18,22,23,27,126
816381,3,5,9,14,24,25,27,107
816465,5,7,11,20,21,28,34,126
816486,6,7,10,17,21,23,27,111
816719,5,8,11,24,25,27,29,129
816739,1,3,7,14,22,32,34,113
816763,2,9,18,24,25,26,29,133
816818,8,9,18,24,25,28,29,141
816894,5,6,9,18,24,26,29,117
816959,2,7,14,18,24,25,35,125
817188,4,14,18,19,23,29,33,140
817243,9,10,17,20,21,23,31,131
817458,10,12,16,19,27,29,35,148
818130,7,9,11,17,24,27,34,129
818181,2,8,11,20,27,29,33,130
818318,1,4,17,18,22,23,31,116
818338,5,9,17,20,25,31,34,141
818418,1,5,16,17,22,27,33,121
818533,1,7,14,17,24,27,31,121
818647,5,7,11,14,17,26,27,107
818737,7,9,18,24,26,27,28,139
819121,1,6,7,20,22,26,31,113
819212,2,5,15,20,21,29,33,125
819217,4,8,9,19,25,29,31,125
819252,1,7,11,18,23,29,34,123
819388,2,4,8,13,27,28,29,111
819487,3,7,9,24,26,30,33,132
819516,4,7,9,11,24,26,32,113
819797,1,3,9,20,26,30,33,122
819842,2,4,10,17,23,25,29,110
820169,4,6,17,18,29,31,35,140
820310,2,4,17,18,24,29,33,127
820388,4,10,11,19,22,25,29,120
820890,4,8,15,24,25,29,31,136
820964,2,6,9,18,19,24,33,111
821087,1,7,11,18,24,29,30,120
821229,8,14,16,17,23,27,35,140
821345,8,9,15,20,24,28,35,139
821415,1,3,8,16,27,29,33,117
821580,4,5,9,13,19,27,32,109
821709,3,9,14,20,23,27,30,126
822138,4,7,14,16,27,29,33,130
822217,6,10,15,17,26,29,35,138
822443,2,3,17,20,26,29,33,130
822654,7,8,9,13,21,24,29,111
823121,1,10,16,17,23,27,32,126
823172,2,6,11,19,25,28,31,122
823183,4,5,8,20,21,26,27,111
823218,7,9,15,16,19,24,31,121
823611,1,4,7,18,22,24,35,111
824070,4,5,16,17,22,23,27,114
824103,1,8,9,20,23,25,29,115
824114,2,8,9,18,25,29,33,124
824292,3,9,11,13,26,27,30,119
824294,7,8,9,13,19,29,30,115
824680,1,7,16,20,25,27,31,127
824725,3,9,16,17,21,29,34,129
824756,5,8,9,11,23,32,35,123
824863,4,7,11,17,26,27,35,127
824937,7,14,15,20,25,27,29,137
825257,10,14,15,16,21,29,33,138
825361,4,8,11,13,19,27,31,113
825631,2,9,10,19,25,29,33,127
825747,3,9,16,17,24,27,31,127
825926,4,9,10,12,21,24,25,105
826134,3,5,11,18,22,26,29,114
826184,2,6,16,19,23,26,29,121
826196,3,7,9,14,22,26,29,110
826213,3,9,10,13,24,26,34,119
826433,7,9,16,19,21,24,25,121
826609,1,7,16,20,27,28,29,128
826619,4,7,8,16,21,26,27,109
826651,5,8,16,18,27,29,33,136
826810,6,9,15,18,19,24,33,124
826825,2,3,16,19,22,31,35,128
827147,2,8,15,19,26,29,35,134
827242,3,7,9,24,26,29,34,132
827278,1,7,9,13,17,30,34,111
827422,4,6,9,20,26,29,33,127
827476,2,6,15,20,21,26,29,119
827679,2,3,9,18,26,29,33,120
827765,5,14,16,20,24,29,31,139
827768,7,10,11,16,26,27,29,126
827870,9,14,17,20,25,27,29,141
827967,2,6,11,17,25,30,32,123
828040,3,12,17,18,21,27,33,131
828041,5,7,9,24,26,30,35,136
828136,7,12,15,16,17,25,31,123
828495,1,9,18,19,24,28,29,128
828835,5,8,16,17,23,27,29,125
828851,4,8,14,19,22,25,27,119
829006,2,6,14,19,25,26,29,121
829126,4,10,16,19,22,23,29,123
829192,9,14,18,19,24,31,32,147
829220,1,4,14,18,19,29,35,120
829309,2,8,11,20,23,24,27,115
829492,5,9,11,20,21,26,29,121
829637,3,5,9,20,21,29,34,121
829733,3,6,7,20,26,27,30,119
829763,7,9,10,11,17,26,30,110
829841,7,9,14,18,21,24,30,123
830146,4,8,11,14,22,31,35,125
830169,3,4,14,19,22,25,29,116
830288,5,7,8,18,21,24,25,108
830310,6,7,8,19,25,27,29,121
830729,2,4,8,13,24,29,31,111
830887,1,6,7,18,22,25,31,110
831173,4,8,15,18,19,29,35,128
831210,1,9,14,20,23,24,27,118
831427,10,14,15,20,27,31,33,150
831540,4,5,8,18,21,27,33,116
831701,3,8,11,18,25,29,31,125
831713,2,9,17,20,24,30,33,135
831725,3,4,17,18,22,23,35,122
832111,8,12,16,17,23,27,30,133
832142,1,5,16,20,21,26,34,123
832461,2,6,7,11,21,27,28,102
833023,7,8,11,20,27,28,34,135
833199,2,7,8,11,22,31,32,113
833464,3,6,11,20,26,27,30,123
833527,8,9,16,20,22,27,29,131
834219,3,14,16,20,27,31,34,145
834394,8,9,14,18,26,27,29,131
834527,5,9,15,19,24,25,32,129
834567,8,9,10,16,17,27,31,118
834618,1,12,16,20,22,29,31,131
834624,7,9,17,20,24,28,30,135
834738,1,5,7,12,22,24,31,102
834820,4,10,11,16,19,23,27,110
835332,5,6,11,18,26,29,33,128
835452,5,9,16,19,23,26,29,127
835702,3,4,9,13,17,24,33,103
835798,5,9,11,12,25,26,28,116
835941,2,3,7,19,24,30,34,119
836405,5,9,10,16,21,29,34,124
836435,1,7,18,20,23,27,29,125
836681,2,9,10,17,25,27,31,121
836868,2,10,11,14,25,31,34,127
836991,5,7,9,12,24,26,32,115
837177,1,7,9,20,25,28,32,122
837263,9,14,17,18,26,29,35,148
837319,4,10,15,18,19,25,28,119
837389,1,10,16,18,27,29,31,132
837647,9,10,11,13,19,24,35,121
837654,8,10,17,18,21,27,33,134
837749,1,7,18,20,22,29,31,128
837777,1,12,16,17,22,27,35,130
837947,6,7,17,19,22,23,29,123
838189,1,4,18,19,22,28,33,125
838566,2,7,15,20,21,24,27,116
838612,3,4,17,20,25,27,31,127
838734,9,14,18,19,23,27,29,139
838870,5,9,16,24,26,31,32,143
838993,5,6,9,18,19,24,34,115
839016,3,7,9,24,26,27,28,124
839514,6,8,11,13,17,27,32,114
839609,7,12,15,17,21,24,34,130
839741,5,8,9,20,26,29,31,128
839770,2,8,17,18,21,26,33,125
839785,4,9,10,17,21,24,25,110
839815,5,10,17,18,24,29,33,136
840078,2,4,8,18,23,25,33,113
840266,1,5,9,18,24,28,35,120
840322,2,8,9,13,22,27,32,113
840383,1,5,7,19,22,23,30,107
840387,7,8,11,18,19,24,34,121
840745,6,9,16,17,29,31,35,143
841038,7,9,16,20,26,31,34,143
841239,7,10,17,18,22,24,33,131
841619,5,7,14,20,22,24,25,117
841764,10,14,16,17,27,29,34,147
841811,2,12,14,16,19,25,29,117
841877,2,4,18,19,22,25,35,125
841959,4,9,10,13,21,29,32,118
842271,7,8,15,16,21,25,29,121
842345,9,14,16,20,21,23,27,130
842402,4,8,11,17,27,30,35,132
842453,5,8,11,12,19,27,35,117
842483,1,8,18,20,27,29,33,136
842768,3,4,9,18,22,26,35,117
843122,4,10,14,16,21,23,27,115
843402,9,12,17,18,26,29,30,141
843440,4,8,17,18,21,23,34,125
843495,4,12,18,19,22,27,31,133
843670,1,4,16,17,27,29,33,127
843734,4,12,14,18,19,27,33,127
843885,4,5,8,14,22,25,27,105
843923,2,4,15,18,19,24,25,107
844069,8,9,15,20,25,29,30,136
844483,1,8,15,20,22,26,27,119
844568,7,9,16,19,24,25,28,128
845223,6,7,14,20,23,26,27,123
845676,1,10,11,16,27,31,34,130
845701,1,8,11,13,17,27,32,109
845726,1,5,7,13,24,27,34,111
845788,5,8,11,16,22,26,31,119
845813,2,7,8,20,24,25,35,121
845983,1,6,17,20,26,31,35,136
846027,5,9,17,18,21,24,27,121
846113,2,14,16,19,23,29,32,135
846238,9,10,17,18,23,25,29,131
846447,4,10,14,17,22,31,35,133
846510,9,10,15,16,26,29,30,135
846515,4,7,8,11,17,26,27,100
846565,1,7,11,19,22,28,31,119
846722,1,12,16,20,23,26,29,127
846924,3,6,9,13,24,26,27,108
846955,4,8,11,13,17,24,27,104
847021,6,9,15,19,24,25,27,125
847102,4,9,17,20,21,27,31,129
847146,4,8,9,18,24,31,33,127
847185,5,9,11,20,26,30,33,134
847274,3,4,17,20,21,26,27,118
847325,10,14,15,16,17,25,27,124
847348,2,7,8,12,17,31,34,111
847459,1,8,18,20,22,27,33,129
847682,6,9,15,19,22,24,25,120
847947,4,7,16,19,22,27,31,126
848033,1,7,16,18,22,31,34,129
848164,1,7,9,19,22,26,29,113
848178,7,14,15,18,26,29,32,141
848350,7,14,18,19,24,27,28,137
848407,3,8,11,12,19,25,27,105
848593,1,4,7,16,23,27,35,113
848754,3,12,15,18,22,26,27,123
848793,4,5,9,14,25,31,33,121
850239,7,8,9,11,19,25,34,113
850330,7,12,17,20,24,30,33,143
850571,2,6,11,17,22,25,32,115
850583,7,8,14,24,27,31,33,144
850692,1,5,11,20,21,29,34,121
850844,1,7,17,20,21,24,34,124
851026,1,7,15,19,22,26,30,120
851057,7,12,18,19,23,27,29,135
851117,3,7,11,17,22,30,31,121
851132,4,7,9,11,17,28,35,111
851327,1,5,9,18,24,25,29,111
851395,9,12,16,17,22,29,30,135
851815,4,5,10,19,22,31,35,126
851820,5,7,14,18,24,25,28,121
851973,1,7,10,20,24,27,29,118
852061,4,7,15,20,24,26,27,123
852515,2,5,11,13,17,26,32,106
853081,10,14,17,20,24,31,33,149
853368,2,4,10,13,17,29,34,109
853504,2,9,11,13,19,32,33,119
853520,4,7,8,12,23,27,29,110
853545,1,10,17,18,21,26,27,120
853632,1,10,16,19,22,23,28,119
853698,7,10,14,17,27,29,33,137
853705,8,10,15,16,25,29,32,135
853845,6,9,14,20,23,24,31,127
853980,1,3,16,18,27,29,33,127
853981,4,7,15,18,21,25,30,120
854185,1,3,15,20,26,27,30,122
854469,1,4,15,19,29,30,35,133
854553,6,14,17,18,25,31,33,144
854641,2,8,9,18,25,29,32,123
854734,1,3,9,13,22,26,30,104
854956,2,4,11,17,19,31,35,119
855145,4,7,8,14,27,31,33,124
855187,2,7,9,11,26,27,32,114
855410,9,10,18,19,21,25,29,131
855790,9,12,16,17,24,29,30,137
855819,3,7,17,18,25,26,31,127
855964,1,3,9,16,24,28,31,112
856102,1,9,15,18,22,26,35,126
856262,3,14,16,20,25,27,32,137
856509,7,10,18,19,25,29,31,139
856524,7,12,14,18,27,29,35,142
856601,1,3,7,11,27,28,32,109
856684,1,10,16,20,23,26,29,125
856747,3,7,9,12,22,26,31,110
856763,2,3,11,14,19,25,29,103
856841,7,12,17,18,22,24,29,129
856898,2,7,14,20,21,27,31,122
857008,2,4,14,19,25,29,31,124
857102,1,7,11,20,29,31,34,133
857180,7,10,17,20,21,27,28,130
857187,3,4,9,12,26,31,35,120
857272,2,8,14,18,29,31,33,135
857380,6,10,11,17,26,27,35,132
857476,7,9,10,20,21,25,27,119
857541,7,14,16,17,23,27,31,135
857656,5,10,16,20,23,26,27,127
857666,1,4,7,14,23,27,30,106
857679,3,6,11,13,17,27,30,107
857929,1,7,9,20,24,31,34,126
858043,7,8,17,20,23,24,33,132
858302,2,7,8,16,25,29,32,119
858309,6,9,15,17,19,24,35,125
858459,6,7,10,11,26,27,32,119
858584,1,9,14,19,25,29,34,131
858690,7,8,14,17,22,31,35,134
858704,5,9,18,20,21,26,32,131
858737,3,8,17,20,23,29,33,133
858964,1,7,14,20,23,24,25,114
859672,4,9,14,18,22,25,31,123
859674,6,7,10,20,26,29,31,129
859947,5,9,11,16,23,26,27,117
859975,5,7,14,18,24,27,34,129
859998,5,9,11,13,24,26,35,123
860298,7,9,18,19,21,24,28,126
860594,2,8,18,20,27,31,33,139
860662,5,8,9,20,23,29,35,129
860702,2,7,11,17,25,31,34,127
860707,4,7,17,18,23,26,27,122
860762,2,8,11,20,24,29,35,129
860848,4,7,8,17,25,27,33,121
860874,1,5,7,20,23,26,27,109
860957,3,10,16,17,23,27,32,128
860965,3,4,17,20,22,26,27,119
861017,1,9,18,19,22,26,28,123
861134,3,9,18,19,23,24,32,128
861136,1,6,7,11,22,25,28,100
861290,9,14,15,19,23,24,25,129
861536,1,4,8,11,27,29,35,115
861554,7,8,18,20,21,24,27,125
861749,6,7,17,18,22,23,32,125
861793,5,6,9,19,26,29,35,129
862182,4,7,10,14,27,30,31,123
862320,4,7,10,14,25,26,27,113
862536,7,8,16,20,22,27,35,135
862781,1,3,17,20,21,26,31,119
863095,2,7,11,13,21,31,34,119
863289,8,9,11,19,24,25,28,124
863423,9,14,15,17,25,28,29,137
863471,7,8,9,13,24,26,28,115
863571,8,9,10,16,21,25,29,118
863594,2,5,7,11,26,27,30,108
863781,3,4,15,20,21,29,33,125
863803,6,9,10,16,21,29,32,123
863932,4,7,8,17,24,27,33,120
864102,1,4,7,18,22,23,28,103
864244,5,10,14,18,27,29,33,136
864251,5,9,11,20,25,26,34,130
864506,4,5,17,18,21,26,27,118
865128,8,9,11,14,23,25,29,119
865361,2,10,11,19,23,25,28,118
865465,3,4,8,18,24,25,31,113
865560,9,14,16,19,23,29,34,144
865561,9,12,15,16,21,24,29,126
865562,1,12,16,17,21,26,27,120
865782,3,8,17,20,26,29,30,133
865883,3,7,18,20,26,29,34,137
865958,7,12,16,17,22,29,30,133
866118,1,14,16,20,25,28,31,135
866169,4,9,10,13,26,31,34,127
866311,4,8,15,16,21,24,27,115
866345,1,7,10,14,22,27,28,109
866441,7,8,10,17,23,24,27,116
866566,5,9,11,14,22,25,32,118
866592,1,4,17,18,22,23,34,119
866595,8,14,15,16,25,29,35,142
866601,4,5,16,20,21,29,35,130
866771,9,10,18,19,23,29,34,142
866790,1,3,9,13,19,24,34,103
866827,4,12,14,18,25,31,33,137
866955,2,7,15,20,21,27,31,123
866986,3,4,9,13,19,26,27,101
867070,2,9,11,14,19,25,29,109
867154,8,9,14,20,24,31,33,139
867260,6,8,9,19,25,29,33,129
867342,2,7,8,13,21,24,25,100
867478,1,6,16,20,21,24,27,115
867717,1,5,9,19,24,25,28,111
867886,6,9,16,17,23,24,28,123
867949,6,14,16,19,22,23,29,129
868118,7,12,17,20,24,27,33,140
868153,1,4,15,18,21,25,29,113
868185,1,7,9,11,17,26,32,103
868243,1,7,10,14,17,27,32,108
868312,3,7,9,11,21,28,30,109
868455,4,7,17,20,27,31,33,139
868475,1,3,7,11,22,30,31,105
868623,2,3,8,14,25,29,33,114
868992,6,14,17,20,21,26,31,135
869039,4,5,8,18,22,25,31,113
869048,1,3,10,20,26,27,30,117
869082,2,6,9,18,26,29,35,125
869226,1,9,10,18,23,27,29,117
869355,5,9,11,14,22,25,33,119
869619,2,7,11,16,26,27,33,122
869623,6,9,14,16,22,29,33,129
869694,2,6,17,18,21,24,33,121
869747,4,5,8,20,23,26,29,115
869894,6,14,17,18,19,23,33,130
870011,2,5,9,20,21,29,35,121
870025,4,7,11,17,22,29,33,123
870447,3,7,8,14,22,27,33,114
870518,5,9,11,18,26,30,31,130
870522,8,9,14,18,24,27,29,129
870555,5,9,10,16,23,26,29,118
870560,3,5,17,18,24,29,33,129
870987,7,14,15,20,24,28,29,137
871323,3,4,7,13,17,27,30,101
871630,8,9,14,19,29,31,35,145
871648,5,7,8,11,21,27,34,113
872260,5,6,9,11,26,30,35,122
872573,8,9,18,20,25,29,31,140
872664,7,8,10,12,22,29,35,123
872740,4,8,17,18,21,25,27,120
872798,9,10,15,18,19,29,31,131
872897,6,8,9,20,24,29,35,131
873085,1,4,10,18,27,31,35,126
873117,8,14,17,20,24,29,33,145
873768,1,3,7,20,22,32,33,118
873791,2,7,14,20,22,27,31,123
873870,9,10,11,14,29,32,35,140
874112,7,9,17,20,23,24,25,125
874277,3,7,9,12,17,31,34,113
874648,4,8,15,19,29,31,35,141
874938,5,7,11,16,21,27,28,115
875015,2,6,10,16,21,25,29,109
875192,5,9,18,19,24,31,34,140
875453,6,7,8,17,21,24,27,110
875533,2,14,16,19,23,29,34,137
875589,2,7,11,18,19,25,30,112
875731,1,4,10,16,27,31,32,121
875867,7,9,11,14,17,28,33,119
875975,1,12,15,18,19,26,29,120
876083,4,7,8,18,21,24,25,107
876092,1,8,9,13,17,28,34,110
876451,3,4,8,17,27,29,35,123
876650,1,8,9,19,22,25,29,113
876880,2,6,7,11,17,30,34,107
876955,3,8,9,16,24,28,31,119
877549,5,9,15,16,17,27,30,119
877713,7,14,18,20,21,25,34,139
877785,1,7,16,20,26,29,30,129
877974,5,9,11,16,26,29,30,126
878163,5,8,11,18,22,31,35,130
878356,6,7,10,18,26,29,35,131
878646,3,9,14,18,19,24,29,116
878702,4,8,15,20,21,28,29,125
878781,1,12,16,18,22,29,33,131
879003,7,8,16,19,22,26,31,129
879189,6,7,17,18,23,31,35,137
879305,5,14,16,20,25,27,28,135
879360,1,9,16,24,26,29,30,135
879624,4,5,8,19,23,25,27,111
879729,5,10,11,14,22,31,35,128
